Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade,%NA_Sales,%EU_Sales,%JP_Sales,%Other_Sales,Cluster,pca1,pca2
5391,Fantastic Voyage,2600,1981,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34,1980,0.9411764705882353,0.058823529411764705,0.0,0.0,0,-0.4477062255151467,-0.35412606301779115
5402,Carnival,2600,1981,Shooter,Coleco,0.32,0.02,0.0,0.0,0.34,1980,0.9411764705882353,0.058823529411764705,0.0,0.0,0,-0.4477062255151467,-0.35412606301779115
5566,Fireball,2600,1981,Action,Starpath Corp.,0.3,0.02,0.0,0.0,0.33,1980,0.9090909090909091,0.06060606060606061,0.0,0.0,0,-0.4292780656319904,-0.33407317478391246
5802,Astroblast,2600,1981,Action,Mattel Interactive,0.29,0.02,0.0,0.0,0.31,1980,0.9354838709677419,0.06451612903225806,0.0,0.0,0,-0.4453041128617737,-0.3464703543774533
6023,Fast Food,2600,1981,Action,Unknown,0.27,0.02,0.0,0.0,0.29,1980,0.9310344827586208,0.06896551724137932,0.0,0.0,0,-0.44342659952350544,-0.3404865821068445
6539,RealSports Football,2600,1981,Sports,Atari,0.24,0.01,0.0,0.0,0.26,1980,0.923076923076923,0.038461538461538464,0.0,0.0,0,-0.4338634959524943,-0.3591008545992108
6868,Front Line,2600,1981,Action,Taito,0.22,0.01,0.0,0.0,0.24,1980,0.9166666666666667,0.04166666666666667,0.0,0.0,0,-0.4306414492596468,-0.35292300479070515
6942,Dark Cavern,2600,1981,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24,1980,0.9166666666666667,0.04166666666666667,0.0,0.0,0,-0.4306414492596468,-0.35292300479070515
7150,Deadly Duck,2600,1981,Shooter,20th Century Fox Video Games,0.21,0.01,0.0,0.0,0.22,1980,0.9545454545454545,0.045454545454545456,0.0,0.0,0,-0.4533475506859466,-0.37210537876403904
7152,Reactor,2600,1981,Action,Parker Bros.,0.21,0.01,0.0,0.0,0.22,1980,0.9545454545454545,0.045454545454545456,0.0,0.0,0,-0.4533475506859466,-0.37210537876403904
7186,Crazy Climber,2600,1981,Action,Atari,0.21,0.01,0.0,0.0,0.22,1980,0.9545454545454545,0.045454545454545456,0.0,0.0,0,-0.4533475506859466,-0.37210537876403904
7373,RealSports Baseball,2600,1981,Sports,Atari,0.2,0.01,0.0,0.0,0.21,1980,0.9523809523809524,0.04761904761904762,0.0,0.0,0,-0.452434193277341,-0.3691944419289323
7906,International Soccer,2600,1981,Sports,Mattel Interactive,0.18,0.01,0.0,0.0,0.19,1980,0.9473684210526315,0.05263157894736842,0.0,0.0,0,-0.4503190498047803,-0.3624533250476323
8461,Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17,1980,0.8823529411764705,0.058823529411764705,0.0,0.0,0,-0.41339402284499127,-0.31985333816870254
9497,RealSports Volleyball,2600,1981,Sports,Atari,0.12,0.01,0.0,0.0,0.13,1980,0.923076923076923,0.07692307692307693,0.0,0.0,0,-0.44006873913006356,-0.32978483554594773
90,Pac-Man,2600,1982,Puzzle,Atari,7.28,0.45,0.0,0.08,7.81,1980,0.9321382842509603,0.05761843790012804,0.0,0.010243277848911653,0,-0.442732169475884,-0.3488632386825559
1117,Dig Dug,2600,1982,Puzzle,Atari,1.52,0.1,0.0,0.02,1.64,1980,0.926829268292683,0.06097560975609757,0.0,0.012195121951219513,0,-0.440270842898188,-0.3430366950648059
1165,Mario Bros.,2600,1982,Platform,Atari,1.48,0.09,0.0,0.02,1.59,1980,0.930817610062893,0.056603773584905655,0.0,0.012578616352201257,0,-0.4419103715518573,-0.34865846255937794
1707,Pole Position,2600,1982,Racing,Atari,1.1,0.07,0.0,0.01,1.18,1980,0.9322033898305085,0.05932203389830509,0.0,0.00847457627118644,0,-0.4429599737093198,-0.3477607223942504
1819,Moon Patrol,2600,1982,Shooter,Atari,1.05,0.06,0.0,0.01,1.12,1980,0.9375,0.05357142857142856,0.0,0.008928571428571428,0,-0.4451435685971033,-0.3551893548797607
1853,Jungle Hunt,2600,1982,Platform,Atari,1.03,0.06,0.0,0.01,1.1,1980,0.9363636363636363,0.054545454545454536,0.0,0.00909090909090909,0,-0.44464566882129297,-0.35377034219936926
1907,Joust,2600,1982,Platform,Atari,1.01,0.06,0.0,0.01,1.08,1980,0.9351851851851851,0.05555555555555555,0.0,0.009259259259259259,0,-0.4441293283130454,-0.35229877349377836
2408,Enduro,2600,1982,Misc,Quelle,0.81,0.05,0.0,0.01,0.87,1980,0.9310344827586208,0.0574712643678161,0.0,0.011494252873563218,0,-0.4421247057354569,-0.3482205086990861
2631,Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0.0,0.01,0.78,1980,0.9358974358974358,0.05128205128205128,0.0,0.01282051282051282,0,-0.4440265130174433,-0.35565284107600365
2662,Galaxian,2600,1982,Shooter,Atari,0.72,0.05,0.0,0.01,0.77,1980,0.935064935064935,0.06493506493506494,0.0,0.012987012987012986,0,-0.445751640022217,-0.34474636436678163
2845,Kangaroo,2600,1982,Platform,Atari,0.67,0.04,0.0,0.01,0.72,1980,0.9305555555555557,0.05555555555555556,0.0,0.01388888888888889,0,-0.4416513844133416,-0.3491876568072306
3081,Keystone Kapers,2600,1982,Action,Activision Blizzard,0.62,0.04,0.0,0.01,0.66,1980,0.9393939393939393,0.06060606060606061,0.0,0.015151515151515152,0,-0.44768240584171537,-0.35037480755677897
3217,X-Man,2600,1982,Action,Universal Gamex,0.58,0.04,0.0,0.01,0.63,1980,0.9206349206349206,0.06349206349206349,0.0,0.015873015873015872,0,-0.43724043129143775,-0.33718088602236596
3250,Battlezone,2600,1982,Shooter,Atari,0.58,0.03,0.0,0.01,0.62,1980,0.9354838709677419,0.04838709677419355,0.0,0.016129032258064516,0,-0.4434772619011251,-0.3573227997568891
3268,Halloween,2600,1982,Action,Wizard Video Games,0.58,0.03,0.0,0.01,0.62,1980,0.9354838709677419,0.04838709677419355,0.0,0.016129032258064516,0,-0.4434772619011251,-0.3573227997568891
3449,Q*bert,2600,1982,Puzzle,Parker Bros.,0.55,0.03,0.0,0.01,0.58,1980,0.9482758620689656,0.05172413793103448,0.0,0.01724137931034483,0,-0.45153078376199535,-0.3621329258302846
3645,The Activision Decathlon,2600,1982,Sports,Activision Blizzard,0.52,0.03,0.0,0.01,0.55,1980,0.9454545454545454,0.054545454545454536,0.0,0.01818181818181818,0,-0.45038547798901324,-0.3582546280227756
3718,Action Force,2600,1982,Action,CPG Products,0.5,0.03,0.0,0.01,0.54,1980,0.9259259259259258,0.05555555555555555,0.0,0.018518518518518517,0,-0.43917344051363727,-0.3460765401206829
3750,Popeye,2600,1982,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54,1980,0.9259259259259258,0.05555555555555555,0.0,0.018518518518518517,0,-0.43917344051363727,-0.3460765401206829
3968,Chopper Command,2600,1982,Shooter,Activision Blizzard,0.47,0.03,0.0,0.01,0.5,1980,0.94,0.06,0.0,0.02,0,-0.44817122016124794,-0.3507565855949248
4015,RealSports Tennis,2600,1982,Sports,Atari,0.46,0.03,0.0,0.01,0.5,1980,0.92,0.06,0.0,0.02,0,-0.43650507125339516,-0.3391038591462348
4018,Gauntlet,2600,1982,Action,Answer Software,0.46,0.03,0.0,0.01,0.5,1980,0.92,0.06,0.0,0.02,0,-0.43650507125339516,-0.3391038591462348
4803,Congo Bongo,2600,1982,Action,Sega,0.37,0.02,0.0,0.0,0.4,1980,0.9249999999999999,0.049999999999999996,0.0,0.0,0,-0.43684681399305864,-0.3514265033494521
4896,Bump 'n' Jump,2600,1982,Racing,Mattel Interactive,0.37,0.02,0.0,0.0,0.39,1980,0.9487179487179487,0.05128205128205128,0.0,0.0,0,-0.4508885115089312,-0.36426824113105927
5066,Gravitar,2600,1982,Action,Atari,0.35,0.02,0.0,0.0,0.38,1980,0.9210526315789473,0.05263157894736842,0.0,0.0,0,-0.4349688538733951,-0.3471207902467242
5383,Alien's Return,2600,1982,Action,ITT Family Games,0.32,0.02,0.0,0.0,0.34,1980,0.9411764705882353,0.058823529411764705,0.0,0.0,0,-0.4477062255151467,-0.35412606301779115
5397,Bank Heist,2600,1982,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34,1980,0.9411764705882353,0.058823529411764705,0.0,0.0,0,-0.4477062255151467,-0.35412606301779115
5660,Frankenstein's Monster,2600,1982,Action,Data Age,0.3,0.02,0.0,0.0,0.32,1980,0.9375,0.0625,0.0,0.0,0,-0.44615486109317676,-0.349181751187573
5775,Mountain King,2600,1982,Action,CBS Electronics,0.29,0.02,0.0,0.0,0.31,1980,0.9354838709677419,0.06451612903225806,0.0,0.0,0,-0.4453041128617737,-0.3464703543774533
6147,Polaris,2600,1982,Action,Tigervision,0.26,0.02,0.0,0.0,0.28,1980,0.9285714285714285,0.07142857142857142,0.0,0.0,0,-0.442387261782678,-0.3371741367427575
6267,Mr. Do!,2600,1982,Action,Coleco,0.26,0.02,0.0,0.0,0.27,1980,0.9629629629629629,0.07407407407407407,0.0,0.0,0,-0.46287491552003557,-0.3551954481085344
6730,Porky's,2600,1982,Action,20th Century Fox Video Games,0.23,0.01,0.0,0.0,0.25,1980,0.92,0.04,0.0,0.0,0,-0.4323169135399276,-0.35613548669112804
7151,Assault,2600,1982,Action,Bomb,0.21,0.01,0.0,0.0,0.22,1980,0.9545454545454545,0.045454545454545456,0.0,0.0,0,-0.4533475506859466,-0.37210537876403904
8460,Death Trap,2600,1982,Action,Avalon Interactive,0.15,0.01,0.0,0.0,0.17,1980,0.8823529411764705,0.058823529411764705,0.0,0.0,0,-0.41339402284499127,-0.31985333816870254
8760,Pressure Cooker,2600,1982,Action,Activision Blizzard,0.14,0.01,0.0,0.0,0.15,1980,0.9333333333333335,0.06666666666666667,0.0,0.0,0,-0.44439664808161067,-0.3435781977799923
9108,Krull,2600,1982,Action,Atari,0.13,0.01,0.0,0.0,0.14,1980,0.9285714285714285,0.07142857142857142,0.0,0.0,0,-0.442387261782678,-0.3371741367427575
422,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,1980,0.228125,0.03125,0.734375,0.0062499999999999995,1,0.5559151648288604,-0.15560568433929228
702,Mario Bros.,NES,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28,1980,0.22368421052631582,0.052631578947368425,0.7149122807017544,0.008771929824561405,1,0.539469293780036,-0.131288601022432
765,Mahjong,NES,1983,Misc,Nintendo,0.01,0.0,2.13,0.0,2.14,1980,0.004672897196261682,0.0,0.9953271028037383,0.0,1,0.8989549616789174,-0.11960592712123365
1510,Pitfall II: Lost Caverns,2600,1983,Platform,Activision Blizzard,1.22,0.07,0.0,0.02,1.31,1980,0.9312977099236641,0.0534351145038168,0.0,0.015267175572519083,0,-0.4418084408154987,-0.35111312761941893
1811,Donkey Kong,NES,1983,Platform,Nintendo,0.23,0.05,0.84,0.01,1.13,1980,0.2035398230088496,0.044247787610619475,0.7433628318584071,0.008849557522123895,1,0.5751757627238884,-0.13354658739917386
1841,Donkey Kong Jr.,NES,1983,Platform,Nintendo,0.33,0.07,0.7,0.01,1.11,1980,0.29729729729729726,0.06306306306306306,0.6306306306306305,0.009009009009009009,1,0.42786444027866205,-0.1436577523359452
1863,Popeye,NES,1983,Platform,Nintendo,0.51,0.12,0.45,0.02,1.1,1980,0.4636363636363636,0.10909090909090907,0.40909090909090906,0.01818181818181818,0,0.14693204354153577,-0.14540044748440228
2654,Jr. Pac-Man,2600,1983,Puzzle,Atari,0.72,0.05,0.0,0.01,0.78,1980,0.923076923076923,0.06410256410256411,0.0,0.01282051282051282,0,-0.43861662682800945,-0.338411138283448
2674,Crystal Castles,2600,1983,Action,Atari,0.72,0.04,0.0,0.01,0.77,1980,0.935064935064935,0.051948051948051945,0.0,0.012987012987012986,0,-0.4436563631051157,-0.35464527989126
3955,Midnight Magic,2600,1983,Action,Atari,0.47,0.03,0.0,0.01,0.5,1980,0.94,0.06,0.0,0.02,0,-0.44817122016124794,-0.3507565855949248
4098,Millipede,2600,1983,Shooter,Atari,0.45,0.03,0.0,0.01,0.48,1980,0.9375000000000001,0.0625,0.0,0.020833333333333336,0,-0.4471563519901889,-0.3473199828154935
4269,Gremlins,2600,1983,Action,Atari,0.43,0.03,0.0,0.0,0.46,1980,0.9347826086956521,0.06521739130434782,0.0,0.0,0,-0.44500820043345973,-0.3455272598348029
4782,Pengo,2600,1983,Adventure,Atari,0.38,0.02,0.0,0.0,0.4,1980,0.95,0.049999999999999996,0.0,0.0,0,-0.4514295001278747,-0.3659924114103148
5384,Frostbite,2600,1983,Action,Activision Blizzard,0.32,0.02,0.0,0.0,0.34,1980,0.9411764705882353,0.058823529411764705,0.0,0.0,0,-0.4477062255151467,-0.35412606301779115
5561,Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,0.31,0.02,0.0,0.0,0.33,1980,0.9393939393939393,0.06060606060606061,0.0,0.0,0,-0.4469540488257066,-0.35172882091829144
6009,Dolphin,2600,1983,Action,Activision Blizzard,0.27,0.02,0.0,0.0,0.29,1980,0.9310344827586208,0.06896551724137932,0.0,0.0,0,-0.44342659952350544,-0.3404865821068445
8459,Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17,1980,0.8823529411764705,0.058823529411764705,0.0,0.0,0,-0.41339402284499127,-0.31985333816870254
10,Duck Hunt,NES,1984,Shooter,Nintendo,26.93,0.63,0.28,0.47,28.31,1980,0.9512539738608266,0.022253620628753093,0.009890498057223597,0.01660190745319675,0,-0.44062340047204335,-0.3890341946992682
278,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,1980,0.49038461538461536,0.11538461538461538,0.37740384615384615,0.01682692307692308,0,0.10520031923846823,-0.1478314730219045
299,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,1980,0.3042394014962594,0.06982543640897756,0.6134663341645885,0.009975062344139652,1,0.4090386049041316,-0.13786970470559576
756,Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17,1980,0.22119815668202764,0.05069124423963134,0.7188940092165899,0.009216589861751152,1,0.5443750375139597,-0.13234460466512438
940,Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,1980,0.43243243243243246,0.1027027027027027,0.4486486486486486,0.016216216216216214,0,0.19769182007988917,-0.1428478261952808
1235,F1 Race,NES,1984,Racing,Nintendo,0.0,0.0,1.52,0.0,1.52,1980,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
1236,Xevious,NES,1984,Shooter,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,1980,0.11842105263157894,0.039473684210526314,0.8355263157894737,0.006578947368421052,1,0.6989400003051826,-0.11245204878536999
1326,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,0.0,0.0,1.45,0.0,1.45,1980,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
1562,Hogan's Alley,NES,1984,Shooter,Nintendo,0.68,0.16,0.41,0.02,1.27,1980,0.5354330708661418,0.12598425196850394,0.3228346456692913,0.015748031496062992,0,0.03390350159625075,-0.15149637866676013
1640,Pac-Man,NES,1984,Puzzle,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22,1980,0.2213114754098361,0.06557377049180328,0.6967213114754098,0.01639344262295082,1,0.5239440970280062,-0.1144935953006423
1859,Lode Runner,NES,1984,Puzzle,Hudson Soft,0.0,0.0,1.1,0.0,1.1,1980,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
2515,Clu Clu Land,NES,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.02,0.82,1980,0.5121951219512195,0.12195121951219513,0.34146341463414637,0.024390243902439025,0,0.06249628937158146,-0.14524268237895085
2957,Mappy,NES,1984,Platform,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69,1980,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
6298,Beamrider,2600,1984,Racing,Activision Blizzard,0.26,0.01,0.0,0.0,0.27,1980,0.9629629629629629,0.037037037037037035,0.0,0.0,0,-0.4568994961638577,-0.3834256886783432
2,Super Mario Bros.,NES,1985,Platform,Nintendo,29.08,3.58,6.81,0.77,40.24,1980,0.7226640159045725,0.0889662027833002,0.169234592445328,0.019135188866799203,0,-0.19155299601826925,-0.24740364934505615
375,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,1980,0.4685714285714285,0.10857142857142857,0.4057142857142857,0.017142857142857144,0,0.14150402521829036,-0.14786123469579268
870,Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,1980,0.09183673469387756,0.11734693877551021,0.7806122448979592,0.010204081632653062,1,0.6580732657111124,-0.022591397894568134
1262,Ice Climber,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5,1980,0.3066666666666667,0.06666666666666667,0.6133333333333334,0.013333333333333334,1,0.4078652656331881,-0.14135589012508865
1492,Gyromite,NES,1985,Puzzle,Nintendo,0.73,0.16,0.4,0.03,1.32,1980,0.553030303030303,0.12121212121212122,0.30303030303030304,0.022727272727272724,0,0.008336503017975786,-0.15946451295665212
1975,Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,0.0,0.0,1.05,0.0,1.05,1980,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
2022,Bomberman,NES,1985,Puzzle,Hudson Soft,0.18,0.0,0.85,0.0,1.03,1980,0.17475728155339804,0.0,0.8252427184466019,0.0,1,0.6645919627146074,-0.17319978236987763
2061,1942,NES,1985,Shooter,Capcom,0.65,0.14,0.21,0.0,1.0,1980,0.65,0.14,0.21,0.0,0,-0.12408849895375541,-0.17878432970520586
2261,Balloon Fight,NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92,1980,0.42391304347826086,0.09782608695652173,0.46739130434782605,0.010869565217391304,0,0.21859822544562824,-0.14709327243900508
3909,Wrecking Crew,NES,1985,Platform,Nintendo,0.0,0.0,0.51,0.0,0.51,1980,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
4339,Ghostbusters,2600,1985,Puzzle,Activision Blizzard,0.42,0.03,0.0,0.0,0.45,1980,0.9333333333333332,0.06666666666666667,0.0,0.0,0,-0.4443966480816106,-0.3435781977799922
4729,Dig Dug,NES,1985,Puzzle,Namco Bandai Games,0.0,0.0,0.41,0.0,0.41,1980,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
14338,Alter Ego,PC,1985,Simulation,Activision Blizzard,0.0,0.03,0.0,0.01,0.03,1980,0.0,1.0,0.0,0.33333333333333337,2,-0.06658078784301913,0.9414060594713358
15870,Strongest Tokyo University Shogi DS,DS,1985,Action,Mycom,0.0,0.0,0.02,0.0,0.02,1980,0.0,0.0,1.0,0.0,1,0.9053938490871125,-0.11813348991381564
128,The Legend of Zelda,NES,1986,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,1980,0.5745007680491552,0.14285714285714288,0.25960061443932414,0.021505376344086023,0,-0.04213062735569994,-0.14396603650522072
453,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,1980,0.6233766233766234,0.1461038961038961,0.20779220779220778,0.022727272727272728,0,-0.1123905444357994,-0.15599841196125405
